question_id,system,model,rater,accuracy,hallucination,completeness,interpretability
Q032,llm_only,llama3_8b,rater_A,,,,
Q032,llm_only,llama3_8b,rater_B,,,,
Q032,llm_only,llama3_8b,rater_C,,,,
Q032,standard_rag,gpt4,rater_A,,,,
Q032,standard_rag,gpt4,rater_B,,,,
Q032,standard_rag,gpt4,rater_C,,,,
Q032,standard_rag,llama3_8b,rater_A,,,,
Q032,standard_rag,llama3_8b,rater_B,,,,
Q032,standard_rag,llama3_8b,rater_C,,,,
Q032,kg_rag,gpt4,rater_A,,,,
Q032,kg_rag,gpt4,rater_B,,,,
Q032,kg_rag,gpt4,rater_C,,,,
Q032,kg_rag,llama3_8b,rater_A,,,,
Q032,kg_rag,llama3_8b,rater_B,,,,
Q032,kg_rag,llama3_8b,rater_C,,,,
Q033,llm_only,gpt4,rater_A,,,,
Q033,llm_only,gpt4,rater_B,,,,
Q033,llm_only,gpt4,rater_C,,,,
Q033,llm_only,llama3_8b,rater_A,,,,
Q033,llm_only,llama3_8b,rater_B,,,,
Q033,llm_only,llama3_8b,rater_C,,,,
Q033,standard_rag,gpt4,rater_A,,,,
Q033,standard_rag,gpt4,rater_B,,,,
Q033,standard_rag,gpt4,rater_C,,,,
Q033,standard_rag,llama3_8b,rater_A,,,,
Q033,standard_rag,llama3_8b,rater_B,,,,
Q033,standard_rag,llama3_8b,rater_C,,,,
Q033,kg_rag,gpt4,rater_A,,,,
Q033,kg_rag,gpt4,rater_B,,,,
Q033,kg_rag,gpt4,rater_C,,,,
Q033,kg_rag,llama3_8b,rater_A,,,,
Q033,kg_rag,llama3_8b,rater_B,,,,
Q033,kg_rag,llama3_8b,rater_C,,,,
Q034,llm_only,gpt4,rater_A,,,,
Q034,llm_only,gpt4,rater_B,,,,
Q034,llm_only,gpt4,rater_C,,,,
Q034,llm_only,llama3_8b,rater_A,,,,
Q034,llm_only,llama3_8b,rater_B,,,,
Q034,llm_only,llama3_8b,rater_C,,,,
Q034,standard_rag,gpt4,rater_A,,,,
Q034,standard_rag,gpt4,rater_B,,,,
Q034,standard_rag,gpt4,rater_C,,,,
Q034,standard_rag,llama3_8b,rater_A,,,,
Q034,standard_rag,llama3_8b,rater_B,,,,
Q034,standard_rag,llama3_8b,rater_C,,,,
Q034,kg_rag,gpt4,rater_A,,,,
Q034,kg_rag,gpt4,rater_B,,,,
Q034,kg_rag,gpt4,rater_C,,,,
Q034,kg_rag,llama3_8b,rater_A,,,,
Q034,kg_rag,llama3_8b,rater_B,,,,
Q034,kg_rag,llama3_8b,rater_C,,,,
Q035,llm_only,gpt4,rater_A,,,,
Q035,llm_only,gpt4,rater_B,,,,
Q035,llm_only,gpt4,rater_C,,,,
Q035,llm_only,llama3_8b,rater_A,,,,
Q035,llm_only,llama3_8b,rater_B,,,,
Q035,llm_only,llama3_8b,rater_C,,,,
Q035,standard_rag,gpt4,rater_A,,,,
Q035,standard_rag,gpt4,rater_B,,,,
Q035,standard_rag,gpt4,rater_C,,,,
Q035,standard_rag,llama3_8b,rater_A,,,,
Q035,standard_rag,llama3_8b,rater_B,,,,
Q035,standard_rag,llama3_8b,rater_C,,,,
Q035,kg_rag,gpt4,rater_A,,,,
Q035,kg_rag,gpt4,rater_B,,,,
Q035,kg_rag,gpt4,rater_C,,,,
Q035,kg_rag,llama3_8b,rater_A,,,,
Q035,kg_rag,llama3_8b,rater_B,,,,
Q035,kg_rag,llama3_8b,rater_C,,,,
Q036,llm_only,gpt4,rater_A,,,,
Q036,llm_only,gpt4,rater_B,,,,
Q036,llm_only,gpt4,rater_C,,,,
Q036,llm_only,llama3_8b,rater_A,,,,
Q036,llm_only,llama3_8b,rater_B,,,,
Q036,llm_only,llama3_8b,rater_C,,,,
Q036,standard_rag,gpt4,rater_A,,,,
Q036,standard_rag,gpt4,rater_B,,,,
Q036,standard_rag,gpt4,rater_C,,,,
Q036,standard_rag,llama3_8b,rater_A,,,,
Q036,standard_rag,llama3_8b,rater_B,,,,
Q036,standard_rag,llama3_8b,rater_C,,,,
Q036,kg_rag,gpt4,rater_A,,,,
Q036,kg_rag,gpt4,rater_B,,,,
Q036,kg_rag,gpt4,rater_C,,,,
Q036,kg_rag,llama3_8b,rater_A,,,,
Q036,kg_rag,llama3_8b,rater_B,,,,
Q036,kg_rag,llama3_8b,rater_C,,,,
Q037,llm_only,gpt4,rater_A,,,,
Q037,llm_only,gpt4,rater_B,,,,
Q037,llm_only,gpt4,rater_C,,,,
Q037,llm_only,llama3_8b,rater_A,,,,
Q037,llm_only,llama3_8b,rater_B,,,,
Q037,llm_only,llama3_8b,rater_C,,,,
Q037,standard_rag,gpt4,rater_A,,,,
Q037,standard_rag,gpt4,rater_B,,,,
Q037,standard_rag,gpt4,rater_C,,,,
Q037,standard_rag,llama3_8b,rater_A,,,,
Q037,standard_rag,llama3_8b,rater_B,,,,
Q037,standard_rag,llama3_8b,rater_C,,,,
Q037,kg_rag,gpt4,rater_A,,,,
Q037,kg_rag,gpt4,rater_B,,,,
Q037,kg_rag,gpt4,rater_C,,,,
Q037,kg_rag,llama3_8b,rater_A,,,,
Q037,kg_rag,llama3_8b,rater_B,,,,
Q037,kg_rag,llama3_8b,rater_C,,,,
Q038,llm_only,gpt4,rater_A,,,,
Q038,llm_only,gpt4,rater_B,,,,
Q038,llm_only,gpt4,rater_C,,,,
Q038,llm_only,llama3_8b,rater_A,,,,
Q038,llm_only,llama3_8b,rater_B,,,,
Q038,llm_only,llama3_8b,rater_C,,,,
Q038,standard_rag,gpt4,rater_A,,,,
Q038,standard_rag,gpt4,rater_B,,,,
Q038,standard_rag,gpt4,rater_C,,,,
Q038,standard_rag,llama3_8b,rater_A,,,,
Q038,standard_rag,llama3_8b,rater_B,,,,
Q038,standard_rag,llama3_8b,rater_C,,,,
Q038,kg_rag,gpt4,rater_A,,,,
Q038,kg_rag,gpt4,rater_B,,,,
Q038,kg_rag,gpt4,rater_C,,,,
Q038,kg_rag,llama3_8b,rater_A,,,,
Q038,kg_rag,llama3_8b,rater_B,,,,
Q038,kg_rag,llama3_8b,rater_C,,,,
Q039,llm_only,gpt4,rater_A,,,,
Q039,llm_only,gpt4,rater_B,,,,
Q039,llm_only,gpt4,rater_C,,,,
Q039,llm_only,llama3_8b,rater_A,,,,
Q039,llm_only,llama3_8b,rater_B,,,,
Q039,llm_only,llama3_8b,rater_C,,,,
Q039,standard_rag,gpt4,rater_A,,,,
Q039,standard_rag,gpt4,rater_B,,,,
Q039,standard_rag,gpt4,rater_C,,,,
Q039,standard_rag,llama3_8b,rater_A,,,,
Q039,standard_rag,llama3_8b,rater_B,,,,
Q039,standard_rag,llama3_8b,rater_C,,,,
Q039,kg_rag,gpt4,rater_A,,,,
Q039,kg_rag,gpt4,rater_B,,,,
Q039,kg_rag,gpt4,rater_C,,,,
Q039,kg_rag,llama3_8b,rater_A,,,,
Q039,kg_rag,llama3_8b,rater_B,,,,
Q039,kg_rag,llama3_8b,rater_C,,,,
Q040,llm_only,gpt4,rater_A,,,,
Q040,llm_only,gpt4,rater_B,,,,
Q040,llm_only,gpt4,rater_C,,,,
Q040,llm_only,llama3_8b,rater_A,,,,
Q040,llm_only,llama3_8b,rater_B,,,,
Q040,llm_only,llama3_8b,rater_C,,,,
Q040,standard_rag,gpt4,rater_A,,,,
Q040,standard_rag,gpt4,rater_B,,,,
Q040,standard_rag,gpt4,rater_C,,,,
Q040,standard_rag,llama3_8b,rater_A,,,,
Q040,standard_rag,llama3_8b,rater_B,,,,
Q040,standard_rag,llama3_8b,rater_C,,,,
Q040,kg_rag,gpt4,rater_A,,,,
Q040,kg_rag,gpt4,rater_B,,,,
Q040,kg_rag,gpt4,rater_C,,,,
Q040,kg_rag,llama3_8b,rater_A,,,,
Q040,kg_rag,llama3_8b,rater_B,,,,
Q040,kg_rag,llama3_8b,rater_C,,,,
Q041,llm_only,gpt4,rater_A,,,,
Q041,llm_only,gpt4,rater_B,,,,
Q041,llm_only,gpt4,rater_C,,,,
Q041,llm_only,llama3_8b,rater_A,,,,
Q041,llm_only,llama3_8b,rater_B,,,,
Q041,llm_only,llama3_8b,rater_C,,,,
Q041,standard_rag,gpt4,rater_A,,,,
Q041,standard_rag,gpt4,rater_B,,,,
Q041,standard_rag,gpt4,rater_C,,,,
Q041,standard_rag,llama3_8b,rater_A,,,,
Q041,standard_rag,llama3_8b,rater_B,,,,
Q041,standard_rag,llama3_8b,rater_C,,,,
Q041,kg_rag,gpt4,rater_A,,,,
Q041,kg_rag,gpt4,rater_B,,,,
Q041,kg_rag,gpt4,rater_C,,,,
Q041,kg_rag,llama3_8b,rater_A,,,,
Q041,kg_rag,llama3_8b,rater_B,,,,
Q041,kg_rag,llama3_8b,rater_C,,,,
Q042,llm_only,gpt4,rater_A,,,,
Q042,llm_only,gpt4,rater_B,,,,
Q042,llm_only,gpt4,rater_C,,,,
Q042,llm_only,llama3_8b,rater_A,,,,
Q042,llm_only,llama3_8b,rater_B,,,,
Q042,llm_only,llama3_8b,rater_C,,,,
Q042,standard_rag,gpt4,rater_A,,,,
Q042,standard_rag,gpt4,rater_B,,,,
Q042,standard_rag,gpt4,rater_C,,,,
Q042,standard_rag,llama3_8b,rater_A,,,,
Q042,standard_rag,llama3_8b,rater_B,,,,
Q042,standard_rag,llama3_8b,rater_C,,,,
Q042,kg_rag,gpt4,rater_A,,,,
Q042,kg_rag,gpt4,rater_B,,,,
Q042,kg_rag,gpt4,rater_C,,,,
Q042,kg_rag,llama3_8b,rater_A,,,,
Q042,kg_rag,llama3_8b,rater_B,,,,
Q042,kg_rag,llama3_8b,rater_C,,,,
Q043,llm_only,gpt4,rater_A,,,,
Q043,llm_only,gpt4,rater_B,,,,
Q043,llm_only,gpt4,rater_C,,,,
Q043,llm_only,llama3_8b,rater_A,,,,
Q043,llm_only,llama3_8b,rater_B,,,,
Q043,llm_only,llama3_8b,rater_C,,,,
Q043,standard_rag,gpt4,rater_A,,,,
Q043,standard_rag,gpt4,rater_B,,,,
Q043,standard_rag,gpt4,rater_C,,,,
Q043,standard_rag,llama3_8b,rater_A,,,,
Q043,standard_rag,llama3_8b,rater_B,,,,
Q043,standard_rag,llama3_8b,rater_C,,,,
Q043,kg_rag,gpt4,rater_A,,,,
Q043,kg_rag,gpt4,rater_B,,,,
Q043,kg_rag,gpt4,rater_C,,,,
Q043,kg_rag,llama3_8b,rater_A,,,,
Q043,kg_rag,llama3_8b,rater_B,,,,
Q043,kg_rag,llama3_8b,rater_C,,,,
Q044,llm_only,gpt4,rater_A,,,,
Q044,llm_only,gpt4,rater_B,,,,
Q044,llm_only,gpt4,rater_C,,,,
Q044,llm_only,llama3_8b,rater_A,,,,
Q044,llm_only,llama3_8b,rater_B,,,,
Q044,llm_only,llama3_8b,rater_C,,,,
Q044,standard_rag,gpt4,rater_A,,,,
Q044,standard_rag,gpt4,rater_B,,,,
Q044,standard_rag,gpt4,rater_C,,,,
Q044,standard_rag,llama3_8b,rater_A,,,,
Q044,standard_rag,llama3_8b,rater_B,,,,
Q044,standard_rag,llama3_8b,rater_C,,,,
Q044,kg_rag,gpt4,rater_A,,,,
Q044,kg_rag,gpt4,rater_B,,,,
Q044,kg_rag,gpt4,rater_C,,,,
Q044,kg_rag,llama3_8b,rater_A,,,,
Q044,kg_rag,llama3_8b,rater_B,,,,
Q044,kg_rag,llama3_8b,rater_C,,,,
Q045,llm_only,gpt4,rater_A,,,,
Q045,llm_only,gpt4,rater_B,,,,
Q045,llm_only,gpt4,rater_C,,,,
Q045,llm_only,llama3_8b,rater_A,,,,
Q045,llm_only,llama3_8b,rater_B,,,,
Q045,llm_only,llama3_8b,rater_C,,,,
Q045,standard_rag,gpt4,rater_A,,,,
Q045,standard_rag,gpt4,rater_B,,,,
Q045,standard_rag,gpt4,rater_C,,,,
Q045,standard_rag,llama3_8b,rater_A,,,,
Q045,standard_rag,llama3_8b,rater_B,,,,
Q045,standard_rag,llama3_8b,rater_C,,,,
Q045,kg_rag,gpt4,rater_A,,,,
Q045,kg_rag,gpt4,rater_B,,,,
Q045,kg_rag,gpt4,rater_C,,,,
Q045,kg_rag,llama3_8b,rater_A,,,,
Q045,kg_rag,llama3_8b,rater_B,,,,
Q045,kg_rag,llama3_8b,rater_C,,,,
Q046,llm_only,gpt4,rater_A,,,,
Q046,llm_only,gpt4,rater_B,,,,
Q046,llm_only,gpt4,rater_C,,,,
Q046,llm_only,llama3_8b,rater_A,,,,
Q046,llm_only,llama3_8b,rater_B,,,,
Q046,llm_only,llama3_8b,rater_C,,,,
Q046,standard_rag,gpt4,rater_A,,,,
Q046,standard_rag,gpt4,rater_B,,,,
Q046,standard_rag,gpt4,rater_C,,,,
Q046,standard_rag,llama3_8b,rater_A,,,,
Q046,standard_rag,llama3_8b,rater_B,,,,
Q046,standard_rag,llama3_8b,rater_C,,,,
Q046,kg_rag,gpt4,rater_A,,,,
Q046,kg_rag,gpt4,rater_B,,,,
Q046,kg_rag,gpt4,rater_C,,,,
Q046,kg_rag,llama3_8b,rater_A,,,,
Q046,kg_rag,llama3_8b,rater_B,,,,
Q046,kg_rag,llama3_8b,rater_C,,,,
Q047,llm_only,gpt4,rater_A,,,,
Q047,llm_only,gpt4,rater_B,,,,
Q047,llm_only,gpt4,rater_C,,,,
Q047,llm_only,llama3_8b,rater_A,,,,
Q047,llm_only,llama3_8b,rater_B,,,,
Q047,llm_only,llama3_8b,rater_C,,,,
Q047,standard_rag,gpt4,rater_A,,,,
Q047,standard_rag,gpt4,rater_B,,,,
Q047,standard_rag,gpt4,rater_C,,,,
Q047,standard_rag,llama3_8b,rater_A,,,,
Q047,standard_rag,llama3_8b,rater_B,,,,
Q047,standard_rag,llama3_8b,rater_C,,,,
Q047,kg_rag,gpt4,rater_A,,,,
Q047,kg_rag,gpt4,rater_B,,,,
Q047,kg_rag,gpt4,rater_C,,,,
Q047,kg_rag,llama3_8b,rater_A,,,,
Q047,kg_rag,llama3_8b,rater_B,,,,
Q047,kg_rag,llama3_8b,rater_C,,,,
Q048,llm_only,gpt4,rater_A,,,,
Q048,llm_only,gpt4,rater_B,,,,
Q048,llm_only,gpt4,rater_C,,,,
Q048,llm_only,llama3_8b,rater_A,,,,
Q048,llm_only,llama3_8b,rater_B,,,,
Q048,llm_only,llama3_8b,rater_C,,,,
Q048,standard_rag,gpt4,rater_A,,,,
Q048,standard_rag,gpt4,rater_B,,,,
Q048,standard_rag,gpt4,rater_C,,,,
Q048,standard_rag,llama3_8b,rater_A,,,,
Q048,standard_rag,llama3_8b,rater_B,,,,
Q048,standard_rag,llama3_8b,rater_C,,,,
Q048,kg_rag,gpt4,rater_A,,,,
Q048,kg_rag,gpt4,rater_B,,,,
Q048,kg_rag,gpt4,rater_C,,,,
Q048,kg_rag,llama3_8b,rater_A,,,,
Q048,kg_rag,llama3_8b,rater_B,,,,
Q048,kg_rag,llama3_8b,rater_C,,,,
Q049,llm_only,gpt4,rater_A,,,,
Q049,llm_only,gpt4,rater_B,,,,
Q049,llm_only,gpt4,rater_C,,,,
Q049,llm_only,llama3_8b,rater_A,,,,
Q049,llm_only,llama3_8b,rater_B,,,,
Q049,llm_only,llama3_8b,rater_C,,,,
Q049,standard_rag,gpt4,rater_A,,,,
Q049,standard_rag,gpt4,rater_B,,,,
Q049,standard_rag,gpt4,rater_C,,,,
Q049,standard_rag,llama3_8b,rater_A,,,,
Q049,standard_rag,llama3_8b,rater_B,,,,
Q049,standard_rag,llama3_8b,rater_C,,,,
Q049,kg_rag,gpt4,rater_A,,,,
Q049,kg_rag,gpt4,rater_B,,,,
Q049,kg_rag,gpt4,rater_C,,,,
Q049,kg_rag,llama3_8b,rater_A,,,,
Q049,kg_rag,llama3_8b,rater_B,,,,
Q049,kg_rag,llama3_8b,rater_C,,,,
Q050,llm_only,gpt4,rater_A,,,,
Q050,llm_only,gpt4,rater_B,,,,
Q050,llm_only,gpt4,rater_C,,,,
Q050,llm_only,llama3_8b,rater_A,,,,
Q050,llm_only,llama3_8b,rater_B,,,,
Q050,llm_only,llama3_8b,rater_C,,,,
Q050,standard_rag,gpt4,rater_A,,,,
Q050,standard_rag,gpt4,rater_B,,,,
Q050,standard_rag,gpt4,rater_C,,,,
Q050,standard_rag,llama3_8b,rater_A,,,,
Q050,standard_rag,llama3_8b,rater_B,,,,
Q050,standard_rag,llama3_8b,rater_C,,,,
Q050,kg_rag,gpt4,rater_A,,,,
Q050,kg_rag,gpt4,rater_B,,,,
Q050,kg_rag,gpt4,rater_C,,,,
Q050,kg_rag,llama3_8b,rater_A,,,,
Q050,kg_rag,llama3_8b,rater_B,,,,
Q050,kg_rag,llama3_8b,rater_C,,,,
Q051,llm_only,gpt4,rater_A,,,,
Q051,llm_only,gpt4,rater_B,,,,
Q051,llm_only,gpt4,rater_C,,,,
Q051,llm_only,llama3_8b,rater_A,,,,
Q051,llm_only,llama3_8b,rater_B,,,,
Q051,llm_only,llama3_8b,rater_C,,,,
Q051,standard_rag,gpt4,rater_A,,,,
Q051,standard_rag,gpt4,rater_B,,,,
Q051,standard_rag,gpt4,rater_C,,,,
Q051,standard_rag,llama3_8b,rater_A,,,,
Q051,standard_rag,llama3_8b,rater_B,,,,
Q051,standard_rag,llama3_8b,rater_C,,,,
Q051,kg_rag,gpt4,rater_A,,,,
Q051,kg_rag,gpt4,rater_B,,,,
Q051,kg_rag,gpt4,rater_C,,,,
Q051,kg_rag,llama3_8b,rater_A,,,,
Q051,kg_rag,llama3_8b,rater_B,,,,
Q051,kg_rag,llama3_8b,rater_C,,,,
Q052,llm_only,gpt4,rater_A,,,,
Q052,llm_only,gpt4,rater_B,,,,
Q052,llm_only,gpt4,rater_C,,,,
Q052,llm_only,llama3_8b,rater_A,,,,
Q052,llm_only,llama3_8b,rater_B,,,,
Q052,llm_only,llama3_8b,rater_C,,,,
Q052,standard_rag,gpt4,rater_A,,,,
Q052,standard_rag,gpt4,rater_B,,,,
Q052,standard_rag,gpt4,rater_C,,,,
Q052,standard_rag,llama3_8b,rater_A,,,,
Q052,standard_rag,llama3_8b,rater_B,,,,
Q052,standard_rag,llama3_8b,rater_C,,,,
Q052,kg_rag,gpt4,rater_A,,,,
Q052,kg_rag,gpt4,rater_B,,,,
Q052,kg_rag,gpt4,rater_C,,,,
Q052,kg_rag,llama3_8b,rater_A,,,,
Q052,kg_rag,llama3_8b,rater_B,,,,
Q052,kg_rag,llama3_8b,rater_C,,,,
Q053,llm_only,gpt4,rater_A,,,,
Q053,llm_only,gpt4,rater_B,,,,
Q053,llm_only,gpt4,rater_C,,,,
Q053,llm_only,llama3_8b,rater_A,,,,
Q053,llm_only,llama3_8b,rater_B,,,,
Q053,llm_only,llama3_8b,rater_C,,,,
Q053,standard_rag,gpt4,rater_A,,,,
Q053,standard_rag,gpt4,rater_B,,,,
Q053,standard_rag,gpt4,rater_C,,,,
Q053,standard_rag,llama3_8b,rater_A,,,,
Q053,standard_rag,llama3_8b,rater_B,,,,
Q053,standard_rag,llama3_8b,rater_C,,,,
Q053,kg_rag,gpt4,rater_A,,,,
Q053,kg_rag,gpt4,rater_B,,,,
Q053,kg_rag,gpt4,rater_C,,,,
Q053,kg_rag,llama3_8b,rater_A,,,,
Q053,kg_rag,llama3_8b,rater_B,,,,
Q053,kg_rag,llama3_8b,rater_C,,,,
Q054,llm_only,gpt4,rater_A,,,,
Q054,llm_only,gpt4,rater_B,,,,
Q054,llm_only,gpt4,rater_C,,,,
Q054,llm_only,llama3_8b,rater_A,,,,
Q054,llm_only,llama3_8b,rater_B,,,,
Q054,llm_only,llama3_8b,rater_C,,,,
Q054,standard_rag,gpt4,rater_A,,,,
Q054,standard_rag,gpt4,rater_B,,,,
Q054,standard_rag,gpt4,rater_C,,,,
Q054,standard_rag,llama3_8b,rater_A,,,,
Q054,standard_rag,llama3_8b,rater_B,,,,
Q054,standard_rag,llama3_8b,rater_C,,,,
Q054,kg_rag,gpt4,rater_A,,,,
Q054,kg_rag,gpt4,rater_B,,,,
Q054,kg_rag,gpt4,rater_C,,,,
Q054,kg_rag,llama3_8b,rater_A,,,,
Q054,kg_rag,llama3_8b,rater_B,,,,
Q054,kg_rag,llama3_8b,rater_C,,,,
Q055,llm_only,gpt4,rater_A,,,,
Q055,llm_only,gpt4,rater_B,,,,
Q055,llm_only,gpt4,rater_C,,,,
Q055,llm_only,llama3_8b,rater_A,,,,
Q055,llm_only,llama3_8b,rater_B,,,,
Q055,llm_only,llama3_8b,rater_C,,,,
Q055,standard_rag,gpt4,rater_A,,,,
Q055,standard_rag,gpt4,rater_B,,,,
Q055,standard_rag,gpt4,rater_C,,,,
Q055,standard_rag,llama3_8b,rater_A,,,,
Q055,standard_rag,llama3_8b,rater_B,,,,
Q055,standard_rag,llama3_8b,rater_C,,,,
Q055,kg_rag,gpt4,rater_A,,,,
Q055,kg_rag,gpt4,rater_B,,,,
Q055,kg_rag,gpt4,rater_C,,,,
Q055,kg_rag,llama3_8b,rater_A,,,,
Q055,kg_rag,llama3_8b,rater_B,,,,
Q055,kg_rag,llama3_8b,rater_C,,,,
Q056,llm_only,gpt4,rater_A,,,,
Q056,llm_only,gpt4,rater_B,,,,
Q056,llm_only,gpt4,rater_C,,,,
Q056,llm_only,llama3_8b,rater_A,,,,
Q056,llm_only,llama3_8b,rater_B,,,,
Q056,llm_only,llama3_8b,rater_C,,,,
Q056,standard_rag,gpt4,rater_A,,,,
Q056,standard_rag,gpt4,rater_B,,,,
Q056,standard_rag,gpt4,rater_C,,,,
Q056,standard_rag,llama3_8b,rater_A,,,,
Q056,standard_rag,llama3_8b,rater_B,,,,
Q056,standard_rag,llama3_8b,rater_C,,,,
Q056,kg_rag,gpt4,rater_A,,,,
Q056,kg_rag,gpt4,rater_B,,,,
Q056,kg_rag,gpt4,rater_C,,,,
Q056,kg_rag,llama3_8b,rater_A,,,,
Q056,kg_rag,llama3_8b,rater_B,,,,
Q056,kg_rag,llama3_8b,rater_C,,,,
Q057,llm_only,gpt4,rater_A,,,,
Q057,llm_only,gpt4,rater_B,,,,
Q057,llm_only,gpt4,rater_C,,,,
Q057,llm_only,llama3_8b,rater_A,,,,
Q057,llm_only,llama3_8b,rater_B,,,,
Q057,llm_only,llama3_8b,rater_C,,,,
Q057,standard_rag,gpt4,rater_A,,,,
Q057,standard_rag,gpt4,rater_B,,,,
Q057,standard_rag,gpt4,rater_C,,,,
Q057,standard_rag,llama3_8b,rater_A,,,,
Q057,standard_rag,llama3_8b,rater_B,,,,
Q057,standard_rag,llama3_8b,rater_C,,,,
Q057,kg_rag,gpt4,rater_A,,,,
Q057,kg_rag,gpt4,rater_B,,,,
Q057,kg_rag,gpt4,rater_C,,,,
Q057,kg_rag,llama3_8b,rater_A,,,,
Q057,kg_rag,llama3_8b,rater_B,,,,
Q057,kg_rag,llama3_8b,rater_C,,,,
Q058,llm_only,gpt4,rater_A,,,,
Q058,llm_only,gpt4,rater_B,,,,
Q058,llm_only,gpt4,rater_C,,,,
Q058,llm_only,llama3_8b,rater_A,,,,
Q058,llm_only,llama3_8b,rater_B,,,,
Q058,llm_only,llama3_8b,rater_C,,,,
Q058,standard_rag,gpt4,rater_A,,,,
Q058,standard_rag,gpt4,rater_B,,,,
Q058,standard_rag,gpt4,rater_C,,,,
Q058,standard_rag,llama3_8b,rater_A,,,,
Q058,standard_rag,llama3_8b,rater_B,,,,
Q058,standard_rag,llama3_8b,rater_C,,,,
Q058,kg_rag,gpt4,rater_A,,,,
Q058,kg_rag,gpt4,rater_B,,,,
Q058,kg_rag,gpt4,rater_C,,,,
Q058,kg_rag,llama3_8b,rater_A,,,,
Q058,kg_rag,llama3_8b,rater_B,,,,
Q058,kg_rag,llama3_8b,rater_C,,,,
Q059,llm_only,gpt4,rater_A,,,,
Q059,llm_only,gpt4,rater_B,,,,
Q059,llm_only,gpt4,rater_C,,,,
Q059,llm_only,llama3_8b,rater_A,,,,
Q059,llm_only,llama3_8b,rater_B,,,,
Q059,llm_only,llama3_8b,rater_C,,,,
Q059,standard_rag,gpt4,rater_A,,,,
Q059,standard_rag,gpt4,rater_B,,,,
Q059,standard_rag,gpt4,rater_C,,,,
Q059,standard_rag,llama3_8b,rater_A,,,,
Q059,standard_rag,llama3_8b,rater_B,,,,
Q059,standard_rag,llama3_8b,rater_C,,,,
Q059,kg_rag,gpt4,rater_A,,,,
Q059,kg_rag,gpt4,rater_B,,,,
Q059,kg_rag,gpt4,rater_C,,,,
Q059,kg_rag,llama3_8b,rater_A,,,,
Q059,kg_rag,llama3_8b,rater_B,,,,
Q059,kg_rag,llama3_8b,rater_C,,,,
Q060,llm_only,gpt4,rater_A,,,,
Q060,llm_only,gpt4,rater_B,,,,
Q060,llm_only,gpt4,rater_C,,,,
Q060,llm_only,llama3_8b,rater_A,,,,
Q060,llm_only,llama3_8b,rater_B,,,,
Q060,llm_only,llama3_8b,rater_C,,,,
Q060,standard_rag,gpt4,rater_A,,,,
Q060,standard_rag,gpt4,rater_B,,,,
Q060,standard_rag,gpt4,rater_C,,,,
Q060,standard_rag,llama3_8b,rater_A,,,,
Q060,standard_rag,llama3_8b,rater_B,,,,
Q060,standard_rag,llama3_8b,rater_C,,,,
Q060,kg_rag,gpt4,rater_A,,,,
Q060,kg_rag,gpt4,rater_B,,,,
Q060,kg_rag,gpt4,rater_C,,,,
Q060,kg_rag,llama3_8b,rater_A,,,,
Q060,kg_rag,llama3_8b,rater_B,,,,
Q060,kg_rag,llama3_8b,rater_C,,,,
Q061,llm_only,gpt4,rater_A,,,,
Q061,llm_only,gpt4,rater_B,,,,
Q061,llm_only,gpt4,rater_C,,,,
Q061,llm_only,llama3_8b,rater_A,,,,
Q061,llm_only,llama3_8b,rater_B,,,,
Q061,llm_only,llama3_8b,rater_C,,,,
Q061,standard_rag,gpt4,rater_A,,,,
Q061,standard_rag,gpt4,rater_B,,,,
Q061,standard_rag,gpt4,rater_C,,,,
Q061,standard_rag,llama3_8b,rater_A,,,,
Q061,standard_rag,llama3_8b,rater_B,,,,
Q061,standard_rag,llama3_8b,rater_C,,,,
Q061,kg_rag,gpt4,rater_A,,,,
Q061,kg_rag,gpt4,rater_B,,,,
Q061,kg_rag,gpt4,rater_C,,,,
Q061,kg_rag,llama3_8b,rater_A,,,,
Q061,kg_rag,llama3_8b,rater_B,,,,
Q061,kg_rag,llama3_8b,rater_C,,,,
Q062,llm_only,gpt4,rater_A,,,,
Q062,llm_only,gpt4,rater_B,,,,
Q062,llm_only,gpt4,rater_C,,,,
Q062,llm_only,llama3_8b,rater_A,,,,
Q062,llm_only,llama3_8b,rater_B,,,,
Q062,llm_only,llama3_8b,rater_C,,,,
Q062,standard_rag,gpt4,rater_A,,,,
Q062,standard_rag,gpt4,rater_B,,,,
Q062,standard_rag,gpt4,rater_C,,,,
Q062,standard_rag,llama3_8b,rater_A,,,,
Q062,standard_rag,llama3_8b,rater_B,,,,
Q062,standard_rag,llama3_8b,rater_C,,,,
Q062,kg_rag,gpt4,rater_A,,,,
Q062,kg_rag,gpt4,rater_B,,,,
Q062,kg_rag,gpt4,rater_C,,,,
Q062,kg_rag,llama3_8b,rater_A,,,,
Q062,kg_rag,llama3_8b,rater_B,,,,
Q062,kg_rag,llama3_8b,rater_C,,,,
Q063,llm_only,gpt4,rater_A,,,,
Q063,llm_only,gpt4,rater_B,,,,
Q063,llm_only,gpt4,rater_C,,,,
Q063,llm_only,llama3_8b,rater_A,,,,
Q063,llm_only,llama3_8b,rater_B,,,,
Q063,llm_only,llama3_8b,rater_C,,,,
Q063,standard_rag,gpt4,rater_A,,,,
Q063,standard_rag,gpt4,rater_B,,,,
Q063,standard_rag,gpt4,rater_C,,,,
Q063,standard_rag,llama3_8b,rater_A,,,,
Q063,standard_rag,llama3_8b,rater_B,,,,
